"date","category_grouped","outbreak_subgroup","TOTAL_CASES"
"2021-01-01","1 Congregate Care","LONG-TERM CARE HOME",199
"2021-01-01","1 Congregate Care","RETIREMENT HOME",55
"2021-01-01","2 Congregate Living","CONGREGATE OTHER",3
"2021-01-01","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",38
"2021-01-01","2 Congregate Living","SHELTER",5
"2021-01-01","3 Education","CHILD CARE",7
"2021-01-01","3 Education","SCHOOL - ELEMENTARY",7
"2021-01-01","3 Education","SCHOOL - SECONDARY",3
"2021-01-01","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-01-01","4 Workplace","RETAIL",10
"2021-01-01","4 Workplace","WORKPLACE - FARM",15
"2021-01-01","4 Workplace","WORKPLACE - FOOD PROCESSING",17
"2021-01-01","4 Workplace","WORKPLACE - OTHER",77
"2021-01-01","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-01-01","5 Recreational","OTHER RECREATION",7
"2021-01-01","5 Recreational","RECREATIONAL FITNESS",2
"2021-01-01","6 Other/Unknown","OTHER",4
"2021-01-01","6 Other/Unknown","UNKNOWN",1
"2021-01-02","1 Congregate Care","HOSPITAL",55
"2021-01-02","1 Congregate Care","LONG-TERM CARE HOME",156
"2021-01-02","1 Congregate Care","RETIREMENT HOME",51
"2021-01-02","2 Congregate Living","CONGREGATE OTHER",2
"2021-01-02","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-01-02","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2021-01-02","2 Congregate Living","SHELTER",9
"2021-01-02","3 Education","CHILD CARE",4
"2021-01-02","3 Education","SCHOOL - ELEMENTARY",4
"2021-01-02","3 Education","SCHOOL - POST-SECONDARY",2
"2021-01-02","3 Education","SCHOOL - SECONDARY",4
"2021-01-02","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2021-01-02","4 Workplace","RETAIL",9
"2021-01-02","4 Workplace","WORKPLACE - FARM",18
"2021-01-02","4 Workplace","WORKPLACE - FOOD PROCESSING",8
"2021-01-02","4 Workplace","WORKPLACE - OTHER",72
"2021-01-02","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",8
"2021-01-02","5 Recreational","OTHER RECREATION",2
"2021-01-02","5 Recreational","PERSONAL SERVICE SETTINGS",2
"2021-01-02","5 Recreational","RECREATIONAL FITNESS",2
"2021-01-03","1 Congregate Care","HOSPITAL",38
"2021-01-03","1 Congregate Care","LONG-TERM CARE HOME",289
"2021-01-03","1 Congregate Care","RETIREMENT HOME",59
"2021-01-03","2 Congregate Living","CONGREGATE OTHER",1
"2021-01-03","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-01-03","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",13
"2021-01-03","2 Congregate Living","SHELTER",2
"2021-01-03","3 Education","CHILD CARE",8
"2021-01-03","3 Education","SCHOOL - ELEMENTARY",2
"2021-01-03","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-03","3 Education","SCHOOL - SECONDARY",1
"2021-01-03","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-01-03","4 Workplace","RETAIL",23
"2021-01-03","4 Workplace","WORKPLACE - FARM",19
"2021-01-03","4 Workplace","WORKPLACE - FOOD PROCESSING",14
"2021-01-03","4 Workplace","WORKPLACE - OTHER",79
"2021-01-03","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-01-03","5 Recreational","OTHER RECREATION",5
"2021-01-03","6 Other/Unknown","OTHER",2
"2021-01-03","6 Other/Unknown","UNKNOWN",1
"2021-01-04","1 Congregate Care","HOSPITAL",64
"2021-01-04","1 Congregate Care","LONG-TERM CARE HOME",181
"2021-01-04","1 Congregate Care","RETIREMENT HOME",68
"2021-01-04","2 Congregate Living","CONGREGATE OTHER",1
"2021-01-04","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-01-04","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",10
"2021-01-04","2 Congregate Living","SHELTER",2
"2021-01-04","3 Education","CHILD CARE",3
"2021-01-04","3 Education","SCHOOL - ELEMENTARY",2
"2021-01-04","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2021-01-04","4 Workplace","RETAIL",14
"2021-01-04","4 Workplace","WORKPLACE - FARM",10
"2021-01-04","4 Workplace","WORKPLACE - FOOD PROCESSING",18
"2021-01-04","4 Workplace","WORKPLACE - OTHER",67
"2021-01-04","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-01-04","5 Recreational","OTHER RECREATION",7
"2021-01-04","6 Other/Unknown","OTHER",1
"2021-01-05","1 Congregate Care","HOSPITAL",54
"2021-01-05","1 Congregate Care","LONG-TERM CARE HOME",211
"2021-01-05","1 Congregate Care","RETIREMENT HOME",99
"2021-01-05","2 Congregate Living","CONGREGATE OTHER",4
"2021-01-05","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-01-05","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",19
"2021-01-05","2 Congregate Living","SHELTER",7
"2021-01-05","3 Education","CHILD CARE",7
"2021-01-05","3 Education","SCHOOL - ELEMENTARY",2
"2021-01-05","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2021-01-05","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-05","4 Workplace","MEDICAL/HEALTH SERVICE",5
"2021-01-05","4 Workplace","RETAIL",16
"2021-01-05","4 Workplace","WORKPLACE - FARM",9
"2021-01-05","4 Workplace","WORKPLACE - FOOD PROCESSING",18
"2021-01-05","4 Workplace","WORKPLACE - OTHER",90
"2021-01-05","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-01-05","5 Recreational","OTHER RECREATION",4
"2021-01-06","1 Congregate Care","HOSPITAL",70
"2021-01-06","1 Congregate Care","LONG-TERM CARE HOME",242
"2021-01-06","1 Congregate Care","RETIREMENT HOME",72
"2021-01-06","2 Congregate Living","CONGREGATE OTHER",2
"2021-01-06","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-01-06","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",26
"2021-01-06","2 Congregate Living","SHELTER",7
"2021-01-06","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",2
"2021-01-06","3 Education","CHILD CARE",8
"2021-01-06","3 Education","SCHOOL - ELEMENTARY",4
"2021-01-06","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2021-01-06","3 Education","SCHOOL - POST-SECONDARY",2
"2021-01-06","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-01-06","4 Workplace","RETAIL",18
"2021-01-06","4 Workplace","WORKPLACE - FARM",15
"2021-01-06","4 Workplace","WORKPLACE - FOOD PROCESSING",22
"2021-01-06","4 Workplace","WORKPLACE - OTHER",76
"2021-01-06","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-01-06","5 Recreational","OTHER RECREATION",3
"2021-01-06","5 Recreational","PERSONAL SERVICE SETTINGS",1
"2021-01-06","6 Other/Unknown","OTHER",1
"2021-01-07","1 Congregate Care","HOSPITAL",58
"2021-01-07","1 Congregate Care","LONG-TERM CARE HOME",319
"2021-01-07","1 Congregate Care","RETIREMENT HOME",119
"2021-01-07","2 Congregate Living","CONGREGATE OTHER",4
"2021-01-07","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-01-07","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2021-01-07","2 Congregate Living","SHELTER",7
"2021-01-07","3 Education","CHILD CARE",9
"2021-01-07","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-07","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-07","3 Education","SCHOOL - SECONDARY",2
"2021-01-07","4 Workplace","MEDICAL/HEALTH SERVICE",8
"2021-01-07","4 Workplace","RETAIL",22
"2021-01-07","4 Workplace","WORKPLACE - FARM",6
"2021-01-07","4 Workplace","WORKPLACE - FOOD PROCESSING",17
"2021-01-07","4 Workplace","WORKPLACE - OTHER",62
"2021-01-07","5 Recreational","OTHER RECREATION",3
"2021-01-07","6 Other/Unknown","OTHER",4
"2021-01-08","1 Congregate Care","HOSPITAL",58
"2021-01-08","1 Congregate Care","LONG-TERM CARE HOME",243
"2021-01-08","1 Congregate Care","RETIREMENT HOME",85
"2021-01-08","2 Congregate Living","CONGREGATE OTHER",6
"2021-01-08","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-01-08","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",57
"2021-01-08","2 Congregate Living","SHELTER",8
"2021-01-08","3 Education","CHILD CARE",7
"2021-01-08","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-08","3 Education","SCHOOL - POST-SECONDARY",4
"2021-01-08","3 Education","SCHOOL - SECONDARY",2
"2021-01-08","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-01-08","4 Workplace","RETAIL",19
"2021-01-08","4 Workplace","WORKPLACE - FARM",9
"2021-01-08","4 Workplace","WORKPLACE - FOOD PROCESSING",22
"2021-01-08","4 Workplace","WORKPLACE - OTHER",75
"2021-01-08","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-01-08","5 Recreational","OTHER RECREATION",2
"2021-01-08","6 Other/Unknown","OTHER",4
"2021-01-09","1 Congregate Care","HOSPITAL",72
"2021-01-09","1 Congregate Care","LONG-TERM CARE HOME",241
"2021-01-09","1 Congregate Care","RETIREMENT HOME",118
"2021-01-09","2 Congregate Living","CONGREGATE OTHER",12
"2021-01-09","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-01-09","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",33
"2021-01-09","2 Congregate Living","SHELTER",8
"2021-01-09","3 Education","CHILD CARE",9
"2021-01-09","3 Education","SCHOOL - ELEMENTARY",3
"2021-01-09","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-01-09","4 Workplace","RETAIL",17
"2021-01-09","4 Workplace","WORKPLACE - FARM",10
"2021-01-09","4 Workplace","WORKPLACE - FOOD PROCESSING",12
"2021-01-09","4 Workplace","WORKPLACE - OTHER",55
"2021-01-09","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-01-09","5 Recreational","OTHER RECREATION",1
"2021-01-09","6 Other/Unknown","OTHER",1
"2021-01-10","1 Congregate Care","HOSPITAL",52
"2021-01-10","1 Congregate Care","LONG-TERM CARE HOME",260
"2021-01-10","1 Congregate Care","RETIREMENT HOME",98
"2021-01-10","2 Congregate Living","CONGREGATE OTHER",10
"2021-01-10","2 Congregate Living","CORRECTIONAL FACILITY",2
"2021-01-10","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",21
"2021-01-10","2 Congregate Living","SHELTER",3
"2021-01-10","3 Education","CHILD CARE",7
"2021-01-10","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-10","4 Workplace","MEDICAL/HEALTH SERVICE",2
"2021-01-10","4 Workplace","RETAIL",16
"2021-01-10","4 Workplace","WORKPLACE - FARM",8
"2021-01-10","4 Workplace","WORKPLACE - FOOD PROCESSING",20
"2021-01-10","4 Workplace","WORKPLACE - OTHER",82
"2021-01-10","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",5
"2021-01-10","6 Other/Unknown","OTHER",2
"2021-01-11","1 Congregate Care","HOSPITAL",62
"2021-01-11","1 Congregate Care","LONG-TERM CARE HOME",220
"2021-01-11","1 Congregate Care","RETIREMENT HOME",62
"2021-01-11","2 Congregate Living","CONGREGATE OTHER",7
"2021-01-11","2 Congregate Living","CORRECTIONAL FACILITY",1
"2021-01-11","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",25
"2021-01-11","2 Congregate Living","SHELTER",5
"2021-01-11","3 Education","CHILD CARE",8
"2021-01-11","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-11","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2021-01-11","4 Workplace","RETAIL",17
"2021-01-11","4 Workplace","WORKPLACE - FARM",30
"2021-01-11","4 Workplace","WORKPLACE - FOOD PROCESSING",17
"2021-01-11","4 Workplace","WORKPLACE - OTHER",68
"2021-01-11","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-01-12","1 Congregate Care","HOSPITAL",75
"2021-01-12","1 Congregate Care","LONG-TERM CARE HOME",214
"2021-01-12","1 Congregate Care","RETIREMENT HOME",92
"2021-01-12","2 Congregate Living","CONGREGATE OTHER",1
"2021-01-12","2 Congregate Living","CORRECTIONAL FACILITY",15
"2021-01-12","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",11
"2021-01-12","2 Congregate Living","SHELTER",5
"2021-01-12","3 Education","CHILD CARE",13
"2021-01-12","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-12","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-12","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-01-12","4 Workplace","RETAIL",22
"2021-01-12","4 Workplace","WORKPLACE - FARM",10
"2021-01-12","4 Workplace","WORKPLACE - FOOD PROCESSING",22
"2021-01-12","4 Workplace","WORKPLACE - OTHER",100
"2021-01-12","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",4
"2021-01-12","5 Recreational","OTHER RECREATION",4
"2021-01-12","6 Other/Unknown","OTHER",7
"2021-01-13","1 Congregate Care","HOSPITAL",76
"2021-01-13","1 Congregate Care","LONG-TERM CARE HOME",207
"2021-01-13","1 Congregate Care","RETIREMENT HOME",88
"2021-01-13","2 Congregate Living","CONGREGATE OTHER",7
"2021-01-13","2 Congregate Living","CORRECTIONAL FACILITY",3
"2021-01-13","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",18
"2021-01-13","2 Congregate Living","SHELTER",19
"2021-01-13","3 Education","CHILD CARE",16
"2021-01-13","3 Education","SCHOOL - ELEMENTARY",2
"2021-01-13","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-13","3 Education","SCHOOL - SECONDARY",1
"2021-01-13","4 Workplace","MEDICAL/HEALTH SERVICE",1
"2021-01-13","4 Workplace","RETAIL",30
"2021-01-13","4 Workplace","WORKPLACE - FARM",13
"2021-01-13","4 Workplace","WORKPLACE - FOOD PROCESSING",44
"2021-01-13","4 Workplace","WORKPLACE - OTHER",127
"2021-01-13","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-01-14","1 Congregate Care","HOSPITAL",73
"2021-01-14","1 Congregate Care","LONG-TERM CARE HOME",219
"2021-01-14","1 Congregate Care","RETIREMENT HOME",69
"2021-01-14","2 Congregate Living","CONGREGATE OTHER",20
"2021-01-14","2 Congregate Living","CORRECTIONAL FACILITY",5
"2021-01-14","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",30
"2021-01-14","2 Congregate Living","SHELTER",13
"2021-01-14","3 Education","CHILD CARE",12
"2021-01-14","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-14","3 Education","SCHOOL - SECONDARY",1
"2021-01-14","4 Workplace","MEDICAL/HEALTH SERVICE",8
"2021-01-14","4 Workplace","RETAIL",18
"2021-01-14","4 Workplace","WORKPLACE - FARM",10
"2021-01-14","4 Workplace","WORKPLACE - FOOD PROCESSING",23
"2021-01-14","4 Workplace","WORKPLACE - OTHER",136
"2021-01-14","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-01-14","5 Recreational","OTHER RECREATION",9
"2021-01-15","1 Congregate Care","HOSPITAL",73
"2021-01-15","1 Congregate Care","LONG-TERM CARE HOME",276
"2021-01-15","1 Congregate Care","RETIREMENT HOME",79
"2021-01-15","2 Congregate Living","CONGREGATE OTHER",15
"2021-01-15","2 Congregate Living","CORRECTIONAL FACILITY",4
"2021-01-15","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",27
"2021-01-15","2 Congregate Living","SHELTER",9
"2021-01-15","3 Education","CHILD CARE",15
"2021-01-15","3 Education","SCHOOL - ELEMENTARY",1
"2021-01-15","3 Education","SCHOOL - SECONDARY",1
"2021-01-15","4 Workplace","MEDICAL/HEALTH SERVICE",22
"2021-01-15","4 Workplace","RETAIL",29
"2021-01-15","4 Workplace","WORKPLACE - FARM",13
"2021-01-15","4 Workplace","WORKPLACE - FOOD PROCESSING",32
"2021-01-15","4 Workplace","WORKPLACE - OTHER",102
"2021-01-15","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",3
"2021-01-15","5 Recreational","OTHER RECREATION",3
"2021-01-15","6 Other/Unknown","OTHER",5
"2021-01-16","1 Congregate Care","HOSPITAL",50
"2021-01-16","1 Congregate Care","LONG-TERM CARE HOME",193
"2021-01-16","1 Congregate Care","RETIREMENT HOME",132
"2021-01-16","2 Congregate Living","CONGREGATE OTHER",11
"2021-01-16","2 Congregate Living","CORRECTIONAL FACILITY",4
"2021-01-16","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",20
"2021-01-16","2 Congregate Living","SHELTER",13
"2021-01-16","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",2
"2021-01-16","3 Education","CHILD CARE",12
"2021-01-16","3 Education","SCHOOL - ELEMENTARY",2
"2021-01-16","3 Education","SCHOOL - SECONDARY",1
"2021-01-16","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2021-01-16","4 Workplace","RETAIL",22
"2021-01-16","4 Workplace","WORKPLACE - FARM",24
"2021-01-16","4 Workplace","WORKPLACE - FOOD PROCESSING",22
"2021-01-16","4 Workplace","WORKPLACE - OTHER",85
"2021-01-16","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-01-16","5 Recreational","OTHER RECREATION",8
"2021-01-16","6 Other/Unknown","OTHER",2
"2021-01-17","1 Congregate Care","HOSPITAL",45
"2021-01-17","1 Congregate Care","LONG-TERM CARE HOME",127
"2021-01-17","1 Congregate Care","RETIREMENT HOME",44
"2021-01-17","2 Congregate Living","CONGREGATE OTHER",4
"2021-01-17","2 Congregate Living","CORRECTIONAL FACILITY",4
"2021-01-17","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",15
"2021-01-17","2 Congregate Living","SHELTER",4
"2021-01-17","3 Education","CHILD CARE",14
"2021-01-17","3 Education","SCHOOL - ELEMENTARY",6
"2021-01-17","3 Education","SCHOOL - SECONDARY",1
"2021-01-17","4 Workplace","MEDICAL/HEALTH SERVICE",7
"2021-01-17","4 Workplace","RETAIL",17
"2021-01-17","4 Workplace","WORKPLACE - FARM",9
"2021-01-17","4 Workplace","WORKPLACE - FOOD PROCESSING",15
"2021-01-17","4 Workplace","WORKPLACE - OTHER",92
"2021-01-17","5 Recreational","OTHER RECREATION",4
"2021-01-18","1 Congregate Care","HOSPITAL",43
"2021-01-18","1 Congregate Care","LONG-TERM CARE HOME",169
"2021-01-18","1 Congregate Care","RETIREMENT HOME",54
"2021-01-18","2 Congregate Living","CONGREGATE OTHER",22
"2021-01-18","2 Congregate Living","CORRECTIONAL FACILITY",10
"2021-01-18","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",10
"2021-01-18","2 Congregate Living","SHELTER",6
"2021-01-18","3 Education","CHILD CARE",16
"2021-01-18","3 Education","SCHOOL - ELEMENTARY/SECONDARY",1
"2021-01-18","4 Workplace","MEDICAL/HEALTH SERVICE",5
"2021-01-18","4 Workplace","RETAIL",12
"2021-01-18","4 Workplace","WORKPLACE - FARM",39
"2021-01-18","4 Workplace","WORKPLACE - FOOD PROCESSING",22
"2021-01-18","4 Workplace","WORKPLACE - OTHER",85
"2021-01-18","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-01-18","5 Recreational","OTHER RECREATION",20
"2021-01-19","1 Congregate Care","HOSPITAL",74
"2021-01-19","1 Congregate Care","LONG-TERM CARE HOME",167
"2021-01-19","1 Congregate Care","RETIREMENT HOME",52
"2021-01-19","2 Congregate Living","CONGREGATE OTHER",18
"2021-01-19","2 Congregate Living","CORRECTIONAL FACILITY",15
"2021-01-19","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",17
"2021-01-19","2 Congregate Living","SHELTER",29
"2021-01-19","3 Education","CHILD CARE",10
"2021-01-19","3 Education","SCHOOL - ELEMENTARY",3
"2021-01-19","3 Education","SCHOOL - SECONDARY",3
"2021-01-19","4 Workplace","MEDICAL/HEALTH SERVICE",3
"2021-01-19","4 Workplace","RETAIL",12
"2021-01-19","4 Workplace","WORKPLACE - FARM",8
"2021-01-19","4 Workplace","WORKPLACE - FOOD PROCESSING",16
"2021-01-19","4 Workplace","WORKPLACE - OTHER",93
"2021-01-19","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-01-19","5 Recreational","OTHER RECREATION",4
"2021-01-19","6 Other/Unknown","OTHER",1
"2021-01-20","1 Congregate Care","HOSPITAL",57
"2021-01-20","1 Congregate Care","LONG-TERM CARE HOME",181
"2021-01-20","1 Congregate Care","RETIREMENT HOME",79
"2021-01-20","2 Congregate Living","CONGREGATE OTHER",18
"2021-01-20","2 Congregate Living","CORRECTIONAL FACILITY",58
"2021-01-20","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",38
"2021-01-20","2 Congregate Living","SHELTER",46
"2021-01-20","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-01-20","3 Education","CHILD CARE",13
"2021-01-20","3 Education","SCHOOL - ELEMENTARY",4
"2021-01-20","3 Education","SCHOOL - SECONDARY",3
"2021-01-20","4 Workplace","MEDICAL/HEALTH SERVICE",8
"2021-01-20","4 Workplace","RETAIL",11
"2021-01-20","4 Workplace","WORKPLACE - FARM",13
"2021-01-20","4 Workplace","WORKPLACE - FOOD PROCESSING",16
"2021-01-20","4 Workplace","WORKPLACE - OTHER",146
"2021-01-20","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",2
"2021-01-20","5 Recreational","OTHER RECREATION",7
"2021-01-21","1 Congregate Care","HOSPITAL",67
"2021-01-21","1 Congregate Care","LONG-TERM CARE HOME",164
"2021-01-21","1 Congregate Care","RETIREMENT HOME",67
"2021-01-21","2 Congregate Living","CONGREGATE OTHER",17
"2021-01-21","2 Congregate Living","CORRECTIONAL FACILITY",59
"2021-01-21","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",25
"2021-01-21","2 Congregate Living","SHELTER",14
"2021-01-21","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
"2021-01-21","3 Education","CHILD CARE",13
"2021-01-21","3 Education","SCHOOL - ELEMENTARY",3
"2021-01-21","3 Education","SCHOOL - POST-SECONDARY",1
"2021-01-21","3 Education","SCHOOL - SECONDARY",2
"2021-01-21","4 Workplace","MEDICAL/HEALTH SERVICE",4
"2021-01-21","4 Workplace","RETAIL",13
"2021-01-21","4 Workplace","WORKPLACE - FARM",3
"2021-01-21","4 Workplace","WORKPLACE - FOOD PROCESSING",10
"2021-01-21","4 Workplace","WORKPLACE - OTHER",105
"2021-01-21","5 Recreational","BAR/RESTAURANT/NIGHTCLUB",1
"2021-01-21","5 Recreational","OTHER RECREATION",3
"2021-01-22","1 Congregate Care","HOSPITAL",54
"2021-01-22","1 Congregate Care","LONG-TERM CARE HOME",161
"2021-01-22","1 Congregate Care","RETIREMENT HOME",65
"2021-01-22","2 Congregate Living","CONGREGATE OTHER",18
"2021-01-22","2 Congregate Living","CORRECTIONAL FACILITY",34
"2021-01-22","2 Congregate Living","GROUP HOME/SUPPORTIVE HOUSING",41
"2021-01-22","2 Congregate Living","SHELTER",10
"2021-01-22","2 Congregate Living","SHORT-TERM ACCOMMODATIONS",1
