"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
"2021-02-13","2 Congregate Living","4 Group Home/Supportive Housing",53
"2021-02-13","2 Congregate Living","5 Correctional Facility",14
"2021-02-13","2 Congregate Living","6 Shelter",19
"2021-02-13","3 Education","10 School - Post-Secondary",1
"2021-02-13","3 Education","11 Child care",48
"2021-02-13","3 Education","7 School - Elementary",14
"2021-02-13","3 Education","8 School - Secondary",3
"2021-02-13","3 Education","9 School - Elementary/Secondary",1
"2021-02-13","4 Workplace","12 Workplace - Farm",12
"2021-02-13","4 Workplace","13 Workplace - Food Processing",13
"2021-02-13","4 Workplace","14 Workplace - Other",130
"2021-02-13","4 Workplace","15 Retail",26
"2021-02-13","4 Workplace","16 Medical/Health Service",8
"2021-02-13","5 Recreational","17 Bar/restaurant/nightclub",4
"2021-02-13","5 Recreational","19 Recreational fitness",2
"2021-02-13","5 Recreational","20 Personal service settings",1
"2021-02-13","5 Recreational","21 Other recreation",9
"2021-02-13","6 Other/Unknown","23 Other",4
"2021-02-13","6 Other/Unknown","24 Unknown",10
"2021-02-14","1 Congregate Care","1 Long-Term Care Homes",174
"2021-02-14","1 Congregate Care","2 Hospitals",48
"2021-02-14","1 Congregate Care","3 Retirement Homes",103
"2021-02-14","2 Congregate Living","18 Short-term accommodations",4
"2021-02-14","2 Congregate Living","22 Congregate other",12
"2021-02-14","2 Congregate Living","4 Group Home/Supportive Housing",51
"2021-02-14","2 Congregate Living","5 Correctional Facility",12
"2021-02-14","2 Congregate Living","6 Shelter",21
"2021-02-14","3 Education","10 School - Post-Secondary",1
"2021-02-14","3 Education","11 Child care",47
"2021-02-14","3 Education","7 School - Elementary",13
"2021-02-14","3 Education","8 School - Secondary",3
"2021-02-14","3 Education","9 School - Elementary/Secondary",1
"2021-02-14","4 Workplace","12 Workplace - Farm",12
"2021-02-14","4 Workplace","13 Workplace - Food Processing",13
"2021-02-14","4 Workplace","14 Workplace - Other",129
"2021-02-14","4 Workplace","15 Retail",26
"2021-02-14","4 Workplace","16 Medical/Health Service",9
"2021-02-14","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-14","5 Recreational","19 Recreational fitness",2
"2021-02-14","5 Recreational","20 Personal service settings",1
"2021-02-14","5 Recreational","21 Other recreation",9
"2021-02-14","6 Other/Unknown","23 Other",5
"2021-02-14","6 Other/Unknown","24 Unknown",11
"2021-02-15","1 Congregate Care","1 Long-Term Care Homes",171
"2021-02-15","1 Congregate Care","2 Hospitals",48
"2021-02-15","1 Congregate Care","3 Retirement Homes",98
"2021-02-15","2 Congregate Living","18 Short-term accommodations",4
"2021-02-15","2 Congregate Living","22 Congregate other",12
"2021-02-15","2 Congregate Living","4 Group Home/Supportive Housing",47
"2021-02-15","2 Congregate Living","5 Correctional Facility",12
"2021-02-15","2 Congregate Living","6 Shelter",22
"2021-02-15","3 Education","10 School - Post-Secondary",1
"2021-02-15","3 Education","11 Child care",47
"2021-02-15","3 Education","7 School - Elementary",15
"2021-02-15","3 Education","8 School - Secondary",3
"2021-02-15","3 Education","9 School - Elementary/Secondary",2
"2021-02-15","4 Workplace","12 Workplace - Farm",12
"2021-02-15","4 Workplace","13 Workplace - Food Processing",11
"2021-02-15","4 Workplace","14 Workplace - Other",122
"2021-02-15","4 Workplace","15 Retail",26
"2021-02-15","4 Workplace","16 Medical/Health Service",8
"2021-02-15","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-15","5 Recreational","19 Recreational fitness",2
"2021-02-15","5 Recreational","20 Personal service settings",1
"2021-02-15","5 Recreational","21 Other recreation",10
"2021-02-15","6 Other/Unknown","23 Other",5
"2021-02-15","6 Other/Unknown","24 Unknown",4
"2021-02-16","1 Congregate Care","1 Long-Term Care Homes",162
"2021-02-16","1 Congregate Care","2 Hospitals",47
"2021-02-16","1 Congregate Care","3 Retirement Homes",93
"2021-02-16","2 Congregate Living","18 Short-term accommodations",4
"2021-02-16","2 Congregate Living","22 Congregate other",11
"2021-02-16","2 Congregate Living","4 Group Home/Supportive Housing",47
"2021-02-16","2 Congregate Living","5 Correctional Facility",12
"2021-02-16","2 Congregate Living","6 Shelter",22
"2021-02-16","3 Education","10 School - Post-Secondary",1
"2021-02-16","3 Education","11 Child care",47
"2021-02-16","3 Education","7 School - Elementary",15
"2021-02-16","3 Education","8 School - Secondary",4
"2021-02-16","3 Education","9 School - Elementary/Secondary",2
"2021-02-16","4 Workplace","12 Workplace - Farm",12
"2021-02-16","4 Workplace","13 Workplace - Food Processing",11
"2021-02-16","4 Workplace","14 Workplace - Other",121
"2021-02-16","4 Workplace","15 Retail",26
"2021-02-16","4 Workplace","16 Medical/Health Service",7
"2021-02-16","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-16","5 Recreational","19 Recreational fitness",2
"2021-02-16","5 Recreational","20 Personal service settings",1
"2021-02-16","5 Recreational","21 Other recreation",10
"2021-02-16","6 Other/Unknown","23 Other",7
"2021-02-16","6 Other/Unknown","24 Unknown",4
"2021-02-17","1 Congregate Care","1 Long-Term Care Homes",156
"2021-02-17","1 Congregate Care","2 Hospitals",47
"2021-02-17","1 Congregate Care","3 Retirement Homes",92
"2021-02-17","2 Congregate Living","18 Short-term accommodations",3
"2021-02-17","2 Congregate Living","22 Congregate other",11
"2021-02-17","2 Congregate Living","4 Group Home/Supportive Housing",47
"2021-02-17","2 Congregate Living","5 Correctional Facility",13
"2021-02-17","2 Congregate Living","6 Shelter",25
"2021-02-17","3 Education","11 Child care",44
"2021-02-17","3 Education","7 School - Elementary",15
"2021-02-17","3 Education","8 School - Secondary",4
"2021-02-17","3 Education","9 School - Elementary/Secondary",2
"2021-02-17","4 Workplace","12 Workplace - Farm",12
"2021-02-17","4 Workplace","13 Workplace - Food Processing",10
"2021-02-17","4 Workplace","14 Workplace - Other",110
"2021-02-17","4 Workplace","15 Retail",24
"2021-02-17","4 Workplace","16 Medical/Health Service",6
"2021-02-17","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-02-17","5 Recreational","19 Recreational fitness",1
"2021-02-17","5 Recreational","20 Personal service settings",1
"2021-02-17","5 Recreational","21 Other recreation",10
"2021-02-17","6 Other/Unknown","23 Other",7
"2021-02-17","6 Other/Unknown","24 Unknown",3
"2021-02-18","1 Congregate Care","1 Long-Term Care Homes",143
"2021-02-18","1 Congregate Care","2 Hospitals",45
"2021-02-18","1 Congregate Care","3 Retirement Homes",84
"2021-02-18","2 Congregate Living","18 Short-term accommodations",4
"2021-02-18","2 Congregate Living","22 Congregate other",9
"2021-02-18","2 Congregate Living","4 Group Home/Supportive Housing",45
"2021-02-18","2 Congregate Living","5 Correctional Facility",14
"2021-02-18","2 Congregate Living","6 Shelter",25
"2021-02-18","3 Education","11 Child care",41
"2021-02-18","3 Education","7 School - Elementary",14
"2021-02-18","3 Education","8 School - Secondary",5
"2021-02-18","3 Education","9 School - Elementary/Secondary",1
"2021-02-18","4 Workplace","12 Workplace - Farm",9
"2021-02-18","4 Workplace","13 Workplace - Food Processing",10
"2021-02-18","4 Workplace","14 Workplace - Other",96
"2021-02-18","4 Workplace","15 Retail",19
"2021-02-18","4 Workplace","16 Medical/Health Service",6
"2021-02-18","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-18","5 Recreational","19 Recreational fitness",1
"2021-02-18","5 Recreational","21 Other recreation",10
"2021-02-18","6 Other/Unknown","23 Other",7
"2021-02-18","6 Other/Unknown","24 Unknown",2
"2021-02-19","1 Congregate Care","1 Long-Term Care Homes",137
"2021-02-19","1 Congregate Care","2 Hospitals",41
"2021-02-19","1 Congregate Care","3 Retirement Homes",84
"2021-02-19","2 Congregate Living","18 Short-term accommodations",4
"2021-02-19","2 Congregate Living","22 Congregate other",6
"2021-02-19","2 Congregate Living","4 Group Home/Supportive Housing",44
"2021-02-19","2 Congregate Living","5 Correctional Facility",16
"2021-02-19","2 Congregate Living","6 Shelter",28
"2021-02-19","3 Education","11 Child care",38
"2021-02-19","3 Education","7 School - Elementary",16
"2021-02-19","3 Education","8 School - Secondary",5
"2021-02-19","4 Workplace","12 Workplace - Farm",10
"2021-02-19","4 Workplace","13 Workplace - Food Processing",9
"2021-02-19","4 Workplace","14 Workplace - Other",89
"2021-02-19","4 Workplace","15 Retail",18
"2021-02-19","4 Workplace","16 Medical/Health Service",6
"2021-02-19","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-02-19","5 Recreational","19 Recreational fitness",1
"2021-02-19","5 Recreational","21 Other recreation",10
"2021-02-19","6 Other/Unknown","23 Other",11
"2021-02-19","6 Other/Unknown","24 Unknown",3
"2021-02-20","1 Congregate Care","1 Long-Term Care Homes",131
"2021-02-20","1 Congregate Care","2 Hospitals",38
"2021-02-20","1 Congregate Care","3 Retirement Homes",78
"2021-02-20","2 Congregate Living","18 Short-term accommodations",4
"2021-02-20","2 Congregate Living","22 Congregate other",5
"2021-02-20","2 Congregate Living","4 Group Home/Supportive Housing",44
"2021-02-20","2 Congregate Living","5 Correctional Facility",15
"2021-02-20","2 Congregate Living","6 Shelter",30
"2021-02-20","3 Education","11 Child care",36
"2021-02-20","3 Education","7 School - Elementary",20
"2021-02-20","3 Education","8 School - Secondary",5
"2021-02-20","4 Workplace","12 Workplace - Farm",10
"2021-02-20","4 Workplace","13 Workplace - Food Processing",8
"2021-02-20","4 Workplace","14 Workplace - Other",91
"2021-02-20","4 Workplace","15 Retail",16
"2021-02-20","4 Workplace","16 Medical/Health Service",6
"2021-02-20","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-20","5 Recreational","19 Recreational fitness",1
"2021-02-20","5 Recreational","21 Other recreation",10
"2021-02-20","6 Other/Unknown","23 Other",5
"2021-02-20","6 Other/Unknown","24 Unknown",2
"2021-02-21","1 Congregate Care","1 Long-Term Care Homes",125
"2021-02-21","1 Congregate Care","2 Hospitals",40
"2021-02-21","1 Congregate Care","3 Retirement Homes",75
"2021-02-21","2 Congregate Living","18 Short-term accommodations",2
"2021-02-21","2 Congregate Living","22 Congregate other",5
"2021-02-21","2 Congregate Living","4 Group Home/Supportive Housing",47
"2021-02-21","2 Congregate Living","5 Correctional Facility",15
"2021-02-21","2 Congregate Living","6 Shelter",30
"2021-02-21","3 Education","11 Child care",36
"2021-02-21","3 Education","7 School - Elementary",23
"2021-02-21","3 Education","8 School - Secondary",7
"2021-02-21","4 Workplace","12 Workplace - Farm",10
"2021-02-21","4 Workplace","13 Workplace - Food Processing",8
"2021-02-21","4 Workplace","14 Workplace - Other",92
"2021-02-21","4 Workplace","15 Retail",16
"2021-02-21","4 Workplace","16 Medical/Health Service",5
"2021-02-21","5 Recreational","17 Bar/restaurant/nightclub",5
"2021-02-21","5 Recreational","19 Recreational fitness",1
"2021-02-21","5 Recreational","21 Other recreation",10
"2021-02-21","6 Other/Unknown","23 Other",7
"2021-02-21","6 Other/Unknown","24 Unknown",2
"2021-02-22","1 Congregate Care","1 Long-Term Care Homes",123
"2021-02-22","1 Congregate Care","2 Hospitals",41
"2021-02-22","1 Congregate Care","3 Retirement Homes",70
"2021-02-22","2 Congregate Living","18 Short-term accommodations",2
"2021-02-22","2 Congregate Living","22 Congregate other",5
"2021-02-22","2 Congregate Living","4 Group Home/Supportive Housing",46
"2021-02-22","2 Congregate Living","5 Correctional Facility",14
"2021-02-22","2 Congregate Living","6 Shelter",30
"2021-02-22","3 Education","10 School - Post-Secondary",1
"2021-02-22","3 Education","11 Child care",35
"2021-02-22","3 Education","7 School - Elementary",24
"2021-02-22","3 Education","8 School - Secondary",8
"2021-02-22","3 Education","9 School - Elementary/Secondary",1
"2021-02-22","4 Workplace","12 Workplace - Farm",9
"2021-02-22","4 Workplace","13 Workplace - Food Processing",8
"2021-02-22","4 Workplace","14 Workplace - Other",90
"2021-02-22","4 Workplace","15 Retail",15
"2021-02-22","4 Workplace","16 Medical/Health Service",5
"2021-02-22","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-02-22","5 Recreational","19 Recreational fitness",1
"2021-02-22","5 Recreational","21 Other recreation",11
"2021-02-22","6 Other/Unknown","23 Other",9
"2021-02-22","6 Other/Unknown","24 Unknown",2
"2021-02-23","1 Congregate Care","1 Long-Term Care Homes",121
"2021-02-23","1 Congregate Care","2 Hospitals",38
"2021-02-23","1 Congregate Care","3 Retirement Homes",69
"2021-02-23","2 Congregate Living","18 Short-term accommodations",2
"2021-02-23","2 Congregate Living","22 Congregate other",3
"2021-02-23","2 Congregate Living","4 Group Home/Supportive Housing",45
"2021-02-23","2 Congregate Living","5 Correctional Facility",14
"2021-02-23","2 Congregate Living","6 Shelter",30
"2021-02-23","3 Education","10 School - Post-Secondary",1
"2021-02-23","3 Education","11 Child care",36
"2021-02-23","3 Education","7 School - Elementary",27
"2021-02-23","3 Education","8 School - Secondary",8
"2021-02-23","3 Education","9 School - Elementary/Secondary",1
"2021-02-23","4 Workplace","12 Workplace - Farm",14
"2021-02-23","4 Workplace","13 Workplace - Food Processing",7
"2021-02-23","4 Workplace","14 Workplace - Other",83
"2021-02-23","4 Workplace","15 Retail",14
"2021-02-23","4 Workplace","16 Medical/Health Service",5
"2021-02-23","5 Recreational","17 Bar/restaurant/nightclub",6
"2021-02-23","5 Recreational","19 Recreational fitness",1
"2021-02-23","5 Recreational","21 Other recreation",10
"2021-02-23","6 Other/Unknown","23 Other",8
"2021-02-23","6 Other/Unknown","24 Unknown",2
"2021-02-24","1 Congregate Care","1 Long-Term Care Homes",114
"2021-02-24","1 Congregate Care","2 Hospitals",33
"2021-02-24","1 Congregate Care","3 Retirement Homes",63
"2021-02-24","2 Congregate Living","18 Short-term accommodations",2
"2021-02-24","2 Congregate Living","22 Congregate other",2
"2021-02-24","2 Congregate Living","4 Group Home/Supportive Housing",45
"2021-02-24","2 Congregate Living","5 Correctional Facility",14
"2021-02-24","2 Congregate Living","6 Shelter",29
"2021-02-24","3 Education","10 School - Post-Secondary",1
"2021-02-24","3 Education","11 Child care",33
"2021-02-24","3 Education","7 School - Elementary",30
"2021-02-24","3 Education","8 School - Secondary",9
"2021-02-24","3 Education","9 School - Elementary/Secondary",1
"2021-02-24","4 Workplace","12 Workplace - Farm",14
"2021-02-24","4 Workplace","13 Workplace - Food Processing",8
"2021-02-24","4 Workplace","14 Workplace - Other",88
"2021-02-24","4 Workplace","15 Retail",13
"2021-02-24","4 Workplace","16 Medical/Health Service",7
"2021-02-24","5 Recreational","17 Bar/restaurant/nightclub",7
"2021-02-24","5 Recreational","19 Recreational fitness",1
"2021-02-24","5 Recreational","21 Other recreation",11
"2021-02-24","6 Other/Unknown","23 Other",1
"2021-02-24","6 Other/Unknown","24 Unknown",1
"2021-02-25","1 Congregate Care","1 Long-Term Care Homes",107
"2021-02-25","1 Congregate Care","2 Hospitals",35
"2021-02-25","1 Congregate Care","3 Retirement Homes",63
"2021-02-25","2 Congregate Living","18 Short-term accommodations",2
"2021-02-25","2 Congregate Living","22 Congregate other",3
"2021-02-25","2 Congregate Living","4 Group Home/Supportive Housing",45
"2021-02-25","2 Congregate Living","5 Correctional Facility",13
"2021-02-25","2 Congregate Living","6 Shelter",29
"2021-02-25","3 Education","10 School - Post-Secondary",1
"2021-02-25","3 Education","11 Child care",33
"2021-02-25","3 Education","7 School - Elementary",27
